Segment,ID,Start,End,Night,Call,Audio
LPL11_116,LPL,1464119,1508219,1,1,LPL_1.WAV
LPL11_117,LPL,1472939,1517039,1,1,LPL_1.WAV
LPL11_118,LPL,1481759,1525859,1,1,LPL_1.WAV
LPL11_119,LPL,1490579,1534679,1,1,LPL_1.WAV
LPL11_120,LPL,1499399,1543499,1,1,LPL_1.WAV
LPL11_121,LPL,1508219,1552319,1,1,LPL_1.WAV
LPL11_122,LPL,1517039,1561139,1,1,LPL_1.WAV
LPL11_123,LPL,1525859,1569959,1,1,LPL_1.WAV
LPL11_124,LPL,1534679,1578779,1,1,LPL_1.WAV
LPL11_125,LPL,1543499,1587599,1,1,LPL_1.WAV
LPL11_126,LPL,1552319,1596419,1,1,LPL_1.WAV
LPL11_127,LPL,1561139,1605239,1,1,LPL_1.WAV
LPL11_128,LPL,1569959,1614059,1,1,LPL_1.WAV
LPL11_129,LPL,1578779,1622879,1,1,LPL_1.WAV
LPL11_130,LPL,1587599,1631699,1,1,LPL_1.WAV
LPL11_131,LPL,1596419,1640519,1,1,LPL_1.WAV
LPL11_132,LPL,1605239,1649339,1,1,LPL_1.WAV
LPL11_133,LPL,1614059,1658159,1,1,LPL_1.WAV
LPL11_134,LPL,1622879,1666979,1,1,LPL_1.WAV
LPL11_135,LPL,1631699,1675799,1,1,LPL_1.WAV
LPL11_136,LPL,1640519,1684619,1,1,LPL_1.WAV
LPL11_137,LPL,1649339,1693439,1,1,LPL_1.WAV
LPL11_138,LPL,1658159,1702259,1,1,LPL_1.WAV
LPL11_139,LPL,1666979,1711079,1,1,LPL_1.WAV
LPL11_140,LPL,1675799,1719899,1,1,LPL_1.WAV
LPL11_141,LPL,1684619,1728719,1,1,LPL_1.WAV
LPL11_142,LPL,1693439,1737539,1,1,LPL_1.WAV
LPL11_143,LPL,1702259,1746359,1,1,LPL_1.WAV
LPL11_144,LPL,1711079,1755179,1,1,LPL_1.WAV
LPL11_145,LPL,1719899,1763999,1,1,LPL_1.WAV
LPL11_146,LPL,1728719,1772819,1,1,LPL_1.WAV
LPL11_147,LPL,1737539,1781639,1,1,LPL_1.WAV
LPL11_148,LPL,1746359,1790459,1,1,LPL_1.WAV
LPL11_149,LPL,1755179,1799279,1,1,LPL_1.WAV
LPL11_150,LPL,1763999,1808099,1,1,LPL_1.WAV
LPL11_151,LPL,1772819,1816919,1,1,LPL_1.WAV
LPL11_152,LPL,1781639,1825739,1,1,LPL_1.WAV
LPL11_153,LPL,1790459,1834559,1,1,LPL_1.WAV
LPL11_154,LPL,1799279,1843379,1,1,LPL_1.WAV
LPL11_155,LPL,1808099,1852199,1,1,LPL_1.WAV
LPL11_156,LPL,1816919,1861019,1,1,LPL_1.WAV
LPL11_157,LPL,1825739,1869839,1,1,LPL_1.WAV
LPL11_158,LPL,1834559,1878659,1,1,LPL_1.WAV
LPL11_159,LPL,1843379,1887479,1,1,LPL_1.WAV
LPL11_160,LPL,1852199,1896299,1,1,LPL_1.WAV
LPL11_161,LPL,1861019,1905119,1,1,LPL_1.WAV
LPL11_162,LPL,1869839,1913939,1,1,LPL_1.WAV
LPL11_163,LPL,1878659,1922759,1,1,LPL_1.WAV
LPL11_164,LPL,1887479,1931579,1,1,LPL_1.WAV
LPL11_165,LPL,1896299,1940399,1,1,LPL_1.WAV
LPL11_166,LPL,1905119,1949219,1,1,LPL_1.WAV
LPL11_167,LPL,1913939,1958039,1,1,LPL_1.WAV
LPL11_168,LPL,1922759,1966859,1,1,LPL_1.WAV
LPL11_169,LPL,1931579,1975679,1,1,LPL_1.WAV
LPL11_170,LPL,1940399,1984499,1,1,LPL_1.WAV
LPL11_171,LPL,1949219,1993319,1,1,LPL_1.WAV
LPL11_172,LPL,1958039,2002139,1,1,LPL_1.WAV
LPL11_173,LPL,1966859,2010959,1,1,LPL_1.WAV
LPL11_174,LPL,1975679,2019779,1,1,LPL_1.WAV
LPL11_175,LPL,1984499,2028599,1,1,LPL_1.WAV
LPL11_176,LPL,1993319,2037419,1,1,LPL_1.WAV
LPL11_177,LPL,2002139,2046239,1,1,LPL_1.WAV
LPL11_178,LPL,2010959,2055059,1,1,LPL_1.WAV
LPL11_179,LPL,2019779,2063879,1,1,LPL_1.WAV
LPL11_180,LPL,2028599,2072699,1,1,LPL_1.WAV
LPL11_181,LPL,2037419,2081519,1,1,LPL_1.WAV
LPL11_182,LPL,2046239,2090339,1,1,LPL_1.WAV
LPL11_183,LPL,2055059,2099159,1,1,LPL_1.WAV
LPL11_184,LPL,2063879,2107979,1,1,LPL_1.WAV
LPL11_185,LPL,2072699,2116799,1,1,LPL_1.WAV
LPL11_186,LPL,2081519,2125619,1,1,LPL_1.WAV
LPL11_187,LPL,2090339,2134439,1,1,LPL_1.WAV
LPL11_188,LPL,2099160,2143260,1,1,LPL_1.WAV
LPL11_189,LPL,2107980,2152080,1,1,LPL_1.WAV
LPL11_190,LPL,2116800,2160900,1,1,LPL_1.WAV
LPL11_191,LPL,2125620,2169720,1,1,LPL_1.WAV
LPL11_192,LPL,2134440,2178540,1,1,LPL_1.WAV
LPL11_193,LPL,2143260,2187360,1,1,LPL_1.WAV
LPL11_194,LPL,2152080,2196180,1,1,LPL_1.WAV
LPL11_195,LPL,2160900,2205000,1,1,LPL_1.WAV
LPL11_196,LPL,2169720,2213820,1,1,LPL_1.WAV
LPL11_197,LPL,2178540,2222640,1,1,LPL_1.WAV
LPL11_198,LPL,2187360,2231460,1,1,LPL_1.WAV
LPL11_199,LPL,2196180,2240280,1,1,LPL_1.WAV
LPL11_200,LPL,2205000,2249100,1,1,LPL_1.WAV
LPL11_201,LPL,2213820,2257920,1,1,LPL_1.WAV
LPL11_202,LPL,2222640,2266740,1,1,LPL_1.WAV
LPL11_203,LPL,2231460,2275560,1,1,LPL_1.WAV
LPL11_204,LPL,2240280,2284380,1,1,LPL_1.WAV
LPL11_205,LPL,2249100,2293200,1,1,LPL_1.WAV
LPL11_206,LPL,2257920,2302020,1,1,LPL_1.WAV
LPL11_207,LPL,2266740,2310840,1,1,LPL_1.WAV
LPL11_208,LPL,2275560,2319660,1,1,LPL_1.WAV
LPL11_209,LPL,2284380,2328480,1,1,LPL_1.WAV
LPL11_210,LPL,2293200,2337300,1,1,LPL_1.WAV
LPL11_211,LPL,2302020,2346120,1,1,LPL_1.WAV
LPL11_212,LPL,2310840,2354940,1,1,LPL_1.WAV
LPL11_213,LPL,2319660,2363760,1,1,LPL_1.WAV
LPL11_214,LPL,2328480,2372580,1,1,LPL_1.WAV
LPL11_215,LPL,2337300,2381400,1,1,LPL_1.WAV
LPL11_216,LPL,2346120,2390220,1,1,LPL_1.WAV
LPL11_217,LPL,2354940,2399040,1,1,LPL_1.WAV
LPL11_218,LPL,2363760,2407860,1,1,LPL_1.WAV
LPL11_219,LPL,2372580,2416680,1,1,LPL_1.WAV
LPL11_220,LPL,2381400,2425500,1,1,LPL_1.WAV
LPL11_221,LPL,2390220,2434320,1,1,LPL_1.WAV
LPL11_222,LPL,2399040,2443140,1,1,LPL_1.WAV
LPL11_223,LPL,2407860,2451960,1,1,LPL_1.WAV
LPL11_224,LPL,2416680,2460780,1,1,LPL_1.WAV
LPL11_225,LPL,2425500,2469600,1,1,LPL_1.WAV
LPL11_226,LPL,2434320,2478420,1,1,LPL_1.WAV
LPL11_227,LPL,2443140,2487240,1,1,LPL_1.WAV
LPL11_228,LPL,2451960,2496060,1,1,LPL_1.WAV
LPL11_229,LPL,2460780,2504880,1,1,LPL_1.WAV
LPL11_230,LPL,2469600,2513700,1,1,LPL_1.WAV
LPL11_231,LPL,2478420,2522520,1,1,LPL_1.WAV
LPL11_232,LPL,2487240,2531340,1,1,LPL_1.WAV
LPL11_233,LPL,2496060,2540160,1,1,LPL_1.WAV
LPL11_234,LPL,2504880,2548980,1,1,LPL_1.WAV
LPL11_235,LPL,2513700,2557800,1,1,LPL_1.WAV
LPL11_236,LPL,2522520,2566620,1,1,LPL_1.WAV
LPL11_237,LPL,2531340,2575440,1,1,LPL_1.WAV
LPL11_238,LPL,2540160,2584260,1,1,LPL_1.WAV
LPL11_239,LPL,2548980,2593080,1,1,LPL_1.WAV
LPL11_240,LPL,2557800,2601900,1,1,LPL_1.WAV
LPL11_241,LPL,2566620,2610720,1,1,LPL_1.WAV
LPL11_242,LPL,2575440,2619540,1,1,LPL_1.WAV
LPL11_243,LPL,2584260,2628360,1,1,LPL_1.WAV
LPL11_244,LPL,2593080,2637180,1,1,LPL_1.WAV
LPL11_245,LPL,2601900,2646000,1,1,LPL_1.WAV
LPL11_246,LPL,2610720,2654820,1,1,LPL_1.WAV
LPL11_247,LPL,2619540,2663640,1,1,LPL_1.WAV
LPL11_248,LPL,2628360,2672460,1,1,LPL_1.WAV
LPL11_249,LPL,2637180,2681280,1,1,LPL_1.WAV
LPL11_250,LPL,2646000,2690100,1,1,LPL_1.WAV
LPL11_251,LPL,2654820,2698920,1,1,LPL_1.WAV
LPL11_252,LPL,2663640,2707740,1,1,LPL_1.WAV
LPL11_253,LPL,2672460,2716560,1,1,LPL_1.WAV
LPL11_254,LPL,2681280,2725380,1,1,LPL_1.WAV
LPL11_255,LPL,2690100,2734200,1,1,LPL_1.WAV
LPL11_256,LPL,2698920,2743020,1,1,LPL_1.WAV
LPL11_257,LPL,2707740,2751840,1,1,LPL_1.WAV
LPL11_258,LPL,2716560,2760660,1,1,LPL_1.WAV
LPL11_259,LPL,2725380,2769480,1,1,LPL_1.WAV
LPL11_260,LPL,2734200,2778300,1,1,LPL_1.WAV
LPL11_261,LPL,2743020,2787120,1,1,LPL_1.WAV
LPL11_262,LPL,2751840,2795940,1,1,LPL_1.WAV
LPL11_263,LPL,2760660,2804760,1,1,LPL_1.WAV
LPL11_264,LPL,2769480,2813580,1,1,LPL_1.WAV
LPL11_265,LPL,2778300,2822400,1,1,LPL_1.WAV
LPL11_266,LPL,2787120,2831220,1,1,LPL_1.WAV
LPL11_267,LPL,2795940,2840040,1,1,LPL_1.WAV
LPL11_268,LPL,2804760,2848860,1,1,LPL_1.WAV
LPL11_269,LPL,2813580,2857680,1,1,LPL_1.WAV
LPL11_270,LPL,2822400,2866500,1,1,LPL_1.WAV
LPL11_271,LPL,2831220,2875320,1,1,LPL_1.WAV
LPL11_272,LPL,2840040,2884140,1,1,LPL_1.WAV
LPL11_273,LPL,2848860,2892960,1,1,LPL_1.WAV
LPL11_274,LPL,2857680,2901780,1,1,LPL_1.WAV
LPL11_275,LPL,2866500,2910600,1,1,LPL_1.WAV
LPL11_276,LPL,2875320,2919420,1,1,LPL_1.WAV
LPL11_277,LPL,2884140,2928240,1,1,LPL_1.WAV
LPL11_278,LPL,2892960,2937060,1,1,LPL_1.WAV
LPL11_279,LPL,2901780,2945880,1,1,LPL_1.WAV
LPL11_280,LPL,2910600,2954700,1,1,LPL_1.WAV
LPL11_281,LPL,2919420,2963520,1,1,LPL_1.WAV
LPL11_282,LPL,2928240,2972340,1,1,LPL_1.WAV
LPL11_283,LPL,2937060,2981160,1,1,LPL_1.WAV
LPL11_284,LPL,2945880,2989980,1,1,LPL_1.WAV
LPL11_285,LPL,2954700,2998800,1,1,LPL_1.WAV
LPL11_286,LPL,2963520,3007620,1,1,LPL_1.WAV
LPL11_287,LPL,2972340,3016440,1,1,LPL_1.WAV
LPL11_288,LPL,2981160,3025260,1,1,LPL_1.WAV
LPL11_289,LPL,2989980,3034080,1,1,LPL_1.WAV
LPL11_290,LPL,2998800,3042900,1,1,LPL_1.WAV
LPL11_291,LPL,3007620,3051720,1,1,LPL_1.WAV
LPL11_292,LPL,3016440,3060540,1,1,LPL_1.WAV
LPL11_293,LPL,3025260,3069360,1,1,LPL_1.WAV
LPL11_294,LPL,3034080,3078180,1,1,LPL_1.WAV
LPL11_295,LPL,3042900,3087000,1,1,LPL_1.WAV
LPL11_296,LPL,3051720,3095820,1,1,LPL_1.WAV
LPL11_297,LPL,3060540,3104640,1,1,LPL_1.WAV
LPL11_298,LPL,3069360,3113460,1,1,LPL_1.WAV
LPL11_299,LPL,3078180,3122280,1,1,LPL_1.WAV
LPL11_300,LPL,3087000,3131100,1,1,LPL_1.WAV
LPL11_301,LPL,3095820,3139920,1,1,LPL_1.WAV
LPL11_302,LPL,3104640,3148740,1,1,LPL_1.WAV
LPL11_303,LPL,3113460,3157560,1,1,LPL_1.WAV
LPL11_304,LPL,3122280,3166380,1,1,LPL_1.WAV
LPL11_305,LPL,3131100,3175200,1,1,LPL_1.WAV
LPL11_306,LPL,3139920,3184020,1,1,LPL_1.WAV
LPL11_307,LPL,3148740,3192840,1,1,LPL_1.WAV
LPL11_308,LPL,3157560,3201660,1,1,LPL_1.WAV
LPL11_309,LPL,3166380,3210480,1,1,LPL_1.WAV
LPL11_310,LPL,3175200,3219300,1,1,LPL_1.WAV
LPL11_311,LPL,3184020,3228120,1,1,LPL_1.WAV
LPL11_312,LPL,3192840,3236940,1,1,LPL_1.WAV
LPL11_313,LPL,3201660,3245760,1,1,LPL_1.WAV
LPL11_314,LPL,3210480,3254580,1,1,LPL_1.WAV
LPL11_315,LPL,3219300,3263400,1,1,LPL_1.WAV
LPL11_316,LPL,3228120,3272220,1,1,LPL_1.WAV
LPL11_317,LPL,3236940,3281040,1,1,LPL_1.WAV
LPL11_318,LPL,3245760,3289860,1,1,LPL_1.WAV
LPL11_319,LPL,3254580,3298680,1,1,LPL_1.WAV
LPL11_320,LPL,3263400,3307500,1,1,LPL_1.WAV
LPL11_321,LPL,3272220,3316320,1,1,LPL_1.WAV
LPL11_322,LPL,3281040,3325140,1,1,LPL_1.WAV
LPL11_323,LPL,3289860,3333960,1,1,LPL_1.WAV
LPL11_324,LPL,3298680,3342780,1,1,LPL_1.WAV
LPL11_325,LPL,3307500,3351600,1,1,LPL_1.WAV
LPL11_326,LPL,3316320,3360420,1,1,LPL_1.WAV
LPL11_327,LPL,3325140,3369240,1,1,LPL_1.WAV
LPL11_328,LPL,3333960,3378060,1,1,LPL_1.WAV
LPL11_329,LPL,3342780,3386880,1,1,LPL_1.WAV
LPL11_330,LPL,3351600,3395700,1,1,LPL_1.WAV
LPL11_331,LPL,3360420,3404520,1,1,LPL_1.WAV
LPL11_332,LPL,3369240,3413340,1,1,LPL_1.WAV
LPL11_333,LPL,3378060,3422160,1,1,LPL_1.WAV
LPL11_334,LPL,3386880,3430980,1,1,LPL_1.WAV
LPL11_335,LPL,3395700,3439800,1,1,LPL_1.WAV
LPL11_336,LPL,3404520,3448620,1,1,LPL_1.WAV
LPL11_337,LPL,3413340,3457440,1,1,LPL_1.WAV
LPL11_338,LPL,3422160,3466260,1,1,LPL_1.WAV
LPL11_339,LPL,3430980,3475080,1,1,LPL_1.WAV
LPL11_340,LPL,3439800,3483900,1,1,LPL_1.WAV
LPL11_341,LPL,3448620,3492720,1,1,LPL_1.WAV
LPL11_342,LPL,3457440,3501540,1,1,LPL_1.WAV
LPL11_343,LPL,3466260,3510360,1,1,LPL_1.WAV
LPL11_344,LPL,3475080,3519180,1,1,LPL_1.WAV
LPL11_345,LPL,3483900,3528000,1,1,LPL_1.WAV
LPL11_346,LPL,3492720,3536820,1,1,LPL_1.WAV
LPL11_347,LPL,3501540,3545640,1,1,LPL_1.WAV
LPL11_348,LPL,3510360,3554460,1,1,LPL_1.WAV
LPL11_349,LPL,3519180,3563280,1,1,LPL_1.WAV
LPL11_350,LPL,3528000,3572100,1,1,LPL_1.WAV
LPL11_351,LPL,3536820,3580920,1,1,LPL_1.WAV
LPL11_352,LPL,3545640,3589740,1,1,LPL_1.WAV
LPL11_353,LPL,3554460,3598560,1,1,LPL_1.WAV
LPL11_354,LPL,3563280,3607380,1,1,LPL_1.WAV
LPL11_355,LPL,3572100,3616200,1,1,LPL_1.WAV
LPL11_356,LPL,3580920,3625020,1,1,LPL_1.WAV
LPL11_357,LPL,3589740,3633840,1,1,LPL_1.WAV
LPL11_358,LPL,3598560,3642660,1,1,LPL_1.WAV
LPL11_359,LPL,3607380,3651480,1,1,LPL_1.WAV
LPL11_360,LPL,3616200,3660300,1,1,LPL_1.WAV
LPL11_361,LPL,3625020,3669120,1,1,LPL_1.WAV
LPL11_362,LPL,3633840,3677940,1,1,LPL_1.WAV
LPL11_363,LPL,3642660,3686760,1,1,LPL_1.WAV
LPL11_364,LPL,3651480,3695580,1,1,LPL_1.WAV
LPL11_365,LPL,3660300,3704400,1,1,LPL_1.WAV
LPL11_366,LPL,3669120,3713220,1,1,LPL_1.WAV
LPL11_367,LPL,3677940,3722040,1,1,LPL_1.WAV
LPL11_368,LPL,3686760,3730860,1,1,LPL_1.WAV
LPL11_369,LPL,3695580,3739680,1,1,LPL_1.WAV
LPL11_370,LPL,3704400,3748500,1,1,LPL_1.WAV
LPL11_371,LPL,3713220,3757320,1,1,LPL_1.WAV
LPL11_372,LPL,3722040,3766140,1,1,LPL_1.WAV
LPL11_373,LPL,3730860,3774960,1,1,LPL_1.WAV
LPL11_374,LPL,3739680,3783780,1,1,LPL_1.WAV
LPL11_375,LPL,3748500,3792600,1,1,LPL_1.WAV
LPL11_376,LPL,3757320,3801420,1,1,LPL_1.WAV
LPL11_377,LPL,3766140,3810240,1,1,LPL_1.WAV
LPL11_378,LPL,3774960,3819060,1,1,LPL_1.WAV
LPL11_379,LPL,3783780,3827880,1,1,LPL_1.WAV
LPL11_380,LPL,3792600,3836700,1,1,LPL_1.WAV
LPL11_381,LPL,3801420,3845520,1,1,LPL_1.WAV
LPL11_382,LPL,3810240,3854340,1,1,LPL_1.WAV
LPL11_383,LPL,3819060,3863160,1,1,LPL_1.WAV
LPL11_384,LPL,3827880,3871980,1,1,LPL_1.WAV
BKB21_0,BKB,441000,485100,2,1,BKB_2.WAV
BKB21_1,BKB,449820,493920,2,1,BKB_2.WAV
BKB21_2,BKB,458640,502740,2,1,BKB_2.WAV
BKB21_3,BKB,467460,511560,2,1,BKB_2.WAV
BKB21_4,BKB,476280,520380,2,1,BKB_2.WAV
BKB21_5,BKB,485100,529200,2,1,BKB_2.WAV
BKB21_6,BKB,493920,538020,2,1,BKB_2.WAV
BKB21_7,BKB,502740,546840,2,1,BKB_2.WAV
BKB21_8,BKB,511560,555660,2,1,BKB_2.WAV
BKB21_9,BKB,520380,564480,2,1,BKB_2.WAV
BKB21_10,BKB,529200,573300,2,1,BKB_2.WAV
BKB21_11,BKB,538020,582120,2,1,BKB_2.WAV
BKB21_12,BKB,546840,590940,2,1,BKB_2.WAV
BKB21_13,BKB,555660,599760,2,1,BKB_2.WAV
BKB21_14,BKB,564480,608580,2,1,BKB_2.WAV
BKB21_15,BKB,573300,617400,2,1,BKB_2.WAV
BKB21_16,BKB,582120,626220,2,1,BKB_2.WAV
BKB21_17,BKB,590940,635040,2,1,BKB_2.WAV
BKB21_18,BKB,599760,643860,2,1,BKB_2.WAV
BKB21_19,BKB,608580,652680,2,1,BKB_2.WAV
BKB21_20,BKB,617400,661500,2,1,BKB_2.WAV
BKB21_21,BKB,626220,670320,2,1,BKB_2.WAV
BKB21_22,BKB,635040,679140,2,1,BKB_2.WAV
BKB21_23,BKB,643860,687960,2,1,BKB_2.WAV
BKB21_24,BKB,652680,696780,2,1,BKB_2.WAV
BKB21_25,BKB,661500,705600,2,1,BKB_2.WAV
BKB21_26,BKB,670320,714420,2,1,BKB_2.WAV
BKB21_27,BKB,679140,723240,2,1,BKB_2.WAV
BKB21_28,BKB,687960,732060,2,1,BKB_2.WAV
BKB21_29,BKB,696780,740880,2,1,BKB_2.WAV
BKB21_30,BKB,705600,749700,2,1,BKB_2.WAV
BKB21_31,BKB,714420,758520,2,1,BKB_2.WAV
BKB21_32,BKB,723240,767340,2,1,BKB_2.WAV
BKB21_33,BKB,732060,776160,2,1,BKB_2.WAV
BKB21_34,BKB,740880,784980,2,1,BKB_2.WAV
BKB21_35,BKB,749700,793800,2,1,BKB_2.WAV
BKB21_36,BKB,758520,802620,2,1,BKB_2.WAV
BKB21_37,BKB,767340,811440,2,1,BKB_2.WAV
BKB21_38,BKB,776160,820260,2,1,BKB_2.WAV
BKB21_39,BKB,784980,829080,2,1,BKB_2.WAV
BKB21_40,BKB,793800,837900,2,1,BKB_2.WAV
BKB21_41,BKB,802620,846720,2,1,BKB_2.WAV
BKB21_42,BKB,811440,855540,2,1,BKB_2.WAV
BKB21_43,BKB,820260,864360,2,1,BKB_2.WAV
